trade_id,timestamp,market_id,buyer,seller,price,quantity,aggressor_side,label
T001919,2026-06-01 11:05:54,PRES-2028-DEM,ACCT015,ACCT012,71,53,sell,clean
T001920,2026-06-01 11:05:57,SP500-ABOVE-6000-JUN,ACCT006,ACCT033,46,162,sell,clean
T001921,2026-06-01 11:06:00,FED-CUT-JUL26,ACCT036,ACCT020,55,20,buy,clean
T001922,2026-06-01 11:06:03,PRES-2028-DEM,ACCT039,ACCT010,62,131,buy,clean
T001923,2026-06-01 11:06:06,SP500-ABOVE-6000-JUN,ACCT005,ACCT034,31,196,buy,clean
T001924,2026-06-01 11:06:09,SP500-ABOVE-6000-JUN,ACCT003,ACCT028,50,149,buy,clean
T001925,2026-06-01 11:06:12,SP500-ABOVE-6000-JUN,ACCT018,ACCT016,52,120,sell,clean
T001926,2026-06-01 11:06:15,SP500-ABOVE-6000-JUN,ACCT008,ACCT023,62,137,buy,clean
T001927,2026-06-01 11:06:18,SP500-ABOVE-6000-JUN,ACCT002,ACCT010,46,179,sell,clean
T001928,2026-06-01 11:06:21,PRES-2028-DEM,ACCT009,ACCT021,40,130,buy,clean
T001929,2026-06-01 11:06:24,SP500-ABOVE-6000-JUN,ACCT028,ACCT001,51,35,buy,clean
T001930,2026-06-01 11:06:27,SP500-ABOVE-6000-JUN,ACCT027,ACCT028,15,17,sell,clean
T001931,2026-06-01 11:06:30,SP500-ABOVE-6000-JUN,ACCT039,ACCT030,43,66,sell,clean
T001932,2026-06-01 11:06:33,SP500-ABOVE-6000-JUN,ACCT013,ACCT039,57,29,sell,clean
T001933,2026-06-01 11:06:36,SP500-ABOVE-6000-JUN,ACCT022,ACCT014,37,137,buy,clean
T001934,2026-06-01 11:06:39,FED-CUT-JUL26,ACCT019,ACCT021,66,170,sell,clean
T001935,2026-06-01 11:06:42,PRES-2028-DEM,ACCT011,ACCT026,58,102,sell,clean
T001936,2026-06-01 11:06:45,SP500-ABOVE-6000-JUN,ACCT012,ACCT018,41,134,buy,clean
T001937,2026-06-01 11:06:48,SP500-ABOVE-6000-JUN,ACCT036,ACCT013,65,85,sell,clean
T001938,2026-06-01 11:06:51,SP500-ABOVE-6000-JUN,ACCT031,ACCT017,59,28,sell,clean
T001939,2026-06-01 11:06:54,FED-CUT-JUL26,ACCT024,ACCT001,57,174,sell,clean
T001940,2026-06-01 11:06:57,SP500-ABOVE-6000-JUN,ACCT023,ACCT014,81,92,sell,clean
T001941,2026-06-01 11:07:00,SP500-ABOVE-6000-JUN,ACCT013,ACCT029,67,76,sell,clean
T001942,2026-06-01 11:07:03,FED-CUT-JUL26,ACCT002,ACCT008,42,165,buy,clean
T001943,2026-06-01 11:07:06,SP500-ABOVE-6000-JUN,ACCT008,ACCT004,53,78,sell,clean
T001944,2026-06-01 11:07:09,FED-CUT-JUL26,ACCT022,ACCT028,24,96,buy,clean
T001945,2026-06-01 11:07:12,PRES-2028-DEM,ACCT008,ACCT021,63,112,sell,clean
T001946,2026-06-01 11:07:15,PRES-2028-DEM,ACCT012,ACCT008,41,56,sell,clean
T001947,2026-06-01 11:07:18,FED-CUT-JUL26,ACCT025,ACCT020,32,84,sell,clean
T001948,2026-06-01 11:07:21,PRES-2028-DEM,ACCT015,ACCT035,50,21,buy,clean
T001949,2026-06-01 11:07:24,PRES-2028-DEM,ACCT039,ACCT004,59,33,buy,clean
T001950,2026-06-01 11:07:27,SP500-ABOVE-6000-JUN,ACCT010,ACCT030,37,70,buy,clean
T001951,2026-06-01 11:07:30,FED-CUT-JUL26,ACCT036,ACCT021,57,79,buy,clean
T001952,2026-06-01 11:07:33,PRES-2028-DEM,ACCT033,ACCT021,33,115,buy,clean
T001953,2026-06-01 11:07:36,SP500-ABOVE-6000-JUN,ACCT004,ACCT024,48,115,sell,clean
T001954,2026-06-01 11:07:39,FED-CUT-JUL26,ACCT014,ACCT023,51,136,sell,clean
T001955,2026-06-01 11:07:42,FED-CUT-JUL26,ACCT037,ACCT030,53,155,buy,clean
T001956,2026-06-01 11:07:45,SP500-ABOVE-6000-JUN,ACCT002,ACCT015,54,108,buy,clean
T001957,2026-06-01 11:07:48,SP500-ABOVE-6000-JUN,ACCT039,ACCT012,47,122,buy,clean
T001958,2026-06-01 11:07:51,FED-CUT-JUL26,ACCT013,ACCT001,46,48,sell,clean
T001959,2026-06-01 11:07:54,SP500-ABOVE-6000-JUN,ACCT020,ACCT027,41,84,buy,clean
T001960,2026-06-01 11:07:57,SP500-ABOVE-6000-JUN,ACCT007,ACCT023,37,75,sell,clean
T001961,2026-06-01 11:08:00,FED-CUT-JUL26,ACCT025,ACCT011,39,17,sell,clean
T001962,2026-06-01 11:08:03,SP500-ABOVE-6000-JUN,ACCT037,ACCT017,62,111,sell,clean
T001963,2026-06-01 11:08:06,PRES-2028-DEM,ACCT003,ACCT008,65,88,sell,clean
T001964,2026-06-01 11:08:09,PRES-2028-DEM,ACCT022,ACCT011,54,153,sell,clean
T001965,2026-06-01 11:08:12,FED-CUT-JUL26,ACCT018,ACCT033,51,193,sell,clean
T001966,2026-06-01 11:08:15,FED-CUT-JUL26,ACCT032,ACCT022,39,194,buy,clean
T001967,2026-06-01 11:08:18,PRES-2028-DEM,ACCT029,ACCT038,35,170,buy,clean
T001968,2026-06-01 11:08:21,SP500-ABOVE-6000-JUN,ACCT039,ACCT029,60,85,sell,clean
T001969,2026-06-01 11:08:24,PRES-2028-DEM,ACCT028,ACCT032,50,101,buy,clean
T001970,2026-06-01 11:08:27,PRES-2028-DEM,ACCT034,ACCT033,43,138,buy,clean
T001971,2026-06-01 11:08:30,FED-CUT-JUL26,ACCT035,ACCT006,45,148,buy,clean
T001972,2026-06-01 11:08:33,PRES-2028-DEM,ACCT007,ACCT029,46,81,buy,clean
T001973,2026-06-01 11:08:36,FED-CUT-JUL26,ACCT006,ACCT021,49,6,sell,clean
T001974,2026-06-01 11:08:39,FED-CUT-JUL26,ACCT002,ACCT008,56,150,buy,clean
T001975,2026-06-01 11:08:42,SP500-ABOVE-6000-JUN,ACCT031,ACCT020,65,90,buy,clean
T001976,2026-06-01 11:08:45,SP500-ABOVE-6000-JUN,ACCT034,ACCT021,59,129,buy,clean
T001977,2026-06-01 11:08:48,PRES-2028-DEM,ACCT020,ACCT014,48,18,sell,clean
T001978,2026-06-01 11:08:51,PRES-2028-DEM,ACCT029,ACCT006,52,185,sell,clean
T001979,2026-06-01 11:08:54,SP500-ABOVE-6000-JUN,ACCT004,ACCT001,39,193,sell,clean
T001980,2026-06-01 11:08:57,PRES-2028-DEM,ACCT006,ACCT022,64,62,sell,clean
T001981,2026-06-01 11:09:00,PRES-2028-DEM,ACCT007,ACCT025,47,174,buy,clean
T001982,2026-06-01 11:09:03,PRES-2028-DEM,ACCT030,ACCT002,59,108,sell,clean
T001983,2026-06-01 11:09:06,FED-CUT-JUL26,ACCT012,ACCT034,68,66,buy,clean
T001984,2026-06-01 11:09:09,SP500-ABOVE-6000-JUN,ACCT030,ACCT021,44,138,sell,clean
T001985,2026-06-01 11:09:12,PRES-2028-DEM,ACCT003,ACCT013,42,35,sell,clean
T001986,2026-06-01 11:09:15,FED-CUT-JUL26,ACCT014,ACCT028,65,27,sell,clean
T001987,2026-06-01 11:09:18,SP500-ABOVE-6000-JUN,ACCT015,ACCT038,46,6,sell,clean
T001988,2026-06-01 11:09:21,SP500-ABOVE-6000-JUN,ACCT039,ACCT001,43,138,sell,clean
T001989,2026-06-01 11:09:24,FED-CUT-JUL26,ACCT008,ACCT016,59,138,sell,clean
T001990,2026-06-01 11:09:27,PRES-2028-DEM,ACCT002,ACCT028,60,31,buy,clean
T001991,2026-06-01 11:09:30,PRES-2028-DEM,ACCT038,ACCT033,51,130,sell,clean
T001992,2026-06-01 11:09:33,SP500-ABOVE-6000-JUN,ACCT023,ACCT033,51,104,sell,clean
T001993,2026-06-01 11:09:36,PRES-2028-DEM,ACCT015,ACCT001,36,29,sell,clean
T001994,2026-06-01 11:09:39,PRES-2028-DEM,ACCT035,ACCT009,41,43,buy,clean
T001995,2026-06-01 11:09:42,PRES-2028-DEM,ACCT006,ACCT040,67,116,sell,clean
T001996,2026-06-01 11:09:45,PRES-2028-DEM,ACCT002,ACCT004,46,152,sell,clean
T001997,2026-06-01 11:09:48,FED-CUT-JUL26,ACCT016,ACCT036,47,124,sell,clean
T001998,2026-06-01 11:09:51,SP500-ABOVE-6000-JUN,ACCT030,ACCT002,33,122,buy,clean
T001999,2026-06-01 11:09:54,PRES-2028-DEM,ACCT012,ACCT024,62,77,buy,clean
T002000,2026-06-01 11:09:57,SP500-ABOVE-6000-JUN,ACCT014,ACCT012,44,160,buy,clean
T002001,2026-06-01 11:10:00,FED-CUT-JUL26,ACCT007,ACCT025,52,39,sell,clean
T002002,2026-06-01 11:10:03,PRES-2028-DEM,ACCT003,ACCT039,39,101,sell,clean
T002003,2026-06-01 11:10:06,FED-CUT-JUL26,ACCT035,ACCT038,60,122,sell,clean
T002004,2026-06-01 11:10:09,PRES-2028-DEM,ACCT022,ACCT037,52,119,buy,clean
T002005,2026-06-01 11:10:12,PRES-2028-DEM,ACCT029,ACCT011,53,139,sell,clean
T002006,2026-06-01 11:10:15,SP500-ABOVE-6000-JUN,ACCT025,ACCT032,53,65,sell,clean
T002007,2026-06-01 11:10:18,PRES-2028-DEM,ACCT037,ACCT011,13,18,sell,clean
T002008,2026-06-01 11:10:21,FED-CUT-JUL26,ACCT004,ACCT010,59,76,buy,clean
T002009,2026-06-01 11:10:24,FED-CUT-JUL26,ACCT001,ACCT010,45,151,sell,clean
T002010,2026-06-01 11:10:27,FED-CUT-JUL26,ACCT029,ACCT031,58,6,buy,clean
T002011,2026-06-01 11:10:30,PRES-2028-DEM,ACCT009,ACCT031,35,155,sell,clean
T002012,2026-06-01 11:10:33,SP500-ABOVE-6000-JUN,ACCT023,ACCT038,44,10,buy,clean
T002013,2026-06-01 11:10:36,FED-CUT-JUL26,ACCT035,ACCT038,54,111,sell,clean
T002014,2026-06-01 11:10:39,FED-CUT-JUL26,ACCT031,ACCT036,27,132,sell,clean
T002015,2026-06-01 11:10:42,PRES-2028-DEM,ACCT001,ACCT033,39,67,buy,clean
T002016,2026-06-01 11:10:45,SP500-ABOVE-6000-JUN,ACCT008,ACCT037,59,146,buy,clean
T002017,2026-06-01 11:10:48,FED-CUT-JUL26,ACCT037,ACCT034,68,52,sell,clean
T002018,2026-06-01 11:10:51,FED-CUT-JUL26,ACCT035,ACCT018,40,11,buy,clean
T002019,2026-06-01 11:10:54,FED-CUT-JUL26,ACCT021,ACCT018,43,3,buy,clean
T002020,2026-06-01 11:10:57,FED-CUT-JUL26,ACCT010,ACCT001,43,54,buy,clean
T002021,2026-06-01 11:11:00,SP500-ABOVE-6000-JUN,ACCT025,ACCT016,55,104,sell,clean
T002022,2026-06-01 11:11:03,PRES-2028-DEM,ACCT034,ACCT037,51,24,buy,clean
T002023,2026-06-01 11:11:06,PRES-2028-DEM,ACCT038,ACCT006,34,161,buy,clean
T002024,2026-06-01 11:11:09,FED-CUT-JUL26,ACCT038,ACCT035,64,118,buy,clean
T002025,2026-06-01 11:11:12,FED-CUT-JUL26,ACCT020,ACCT035,79,141,sell,clean
T002026,2026-06-01 11:11:15,PRES-2028-DEM,ACCT002,ACCT039,62,132,sell,clean
T002027,2026-06-01 11:11:18,PRES-2028-DEM,ACCT016,ACCT029,54,22,sell,clean
T002028,2026-06-01 11:11:21,SP500-ABOVE-6000-JUN,ACCT017,ACCT022,29,80,buy,clean
T002029,2026-06-01 11:11:24,SP500-ABOVE-6000-JUN,ACCT001,ACCT005,43,62,sell,clean
T002030,2026-06-01 11:11:27,FED-CUT-JUL26,ACCT037,ACCT039,41,181,sell,clean
T002031,2026-06-01 11:11:30,PRES-2028-DEM,ACCT007,ACCT004,41,165,buy,clean
T002032,2026-06-01 11:11:33,PRES-2028-DEM,ACCT009,ACCT015,33,197,sell,clean
T002033,2026-06-01 11:11:36,SP500-ABOVE-6000-JUN,ACCT023,ACCT033,60,177,sell,clean
T002034,2026-06-01 11:11:39,FED-CUT-JUL26,ACCT013,ACCT027,38,57,sell,clean
T002035,2026-06-01 11:11:42,PRES-2028-DEM,ACCT040,ACCT007,65,36,sell,clean
T002036,2026-06-01 11:11:45,PRES-2028-DEM,ACCT012,ACCT021,48,171,sell,clean
T002037,2026-06-01 11:11:48,PRES-2028-DEM,ACCT015,ACCT004,48,14,buy,clean
T002038,2026-06-01 11:11:51,FED-CUT-JUL26,ACCT006,ACCT002,70,45,buy,clean
T002039,2026-06-01 11:11:54,PRES-2028-DEM,ACCT009,ACCT002,44,137,sell,clean
T002040,2026-06-01 11:11:57,FED-CUT-JUL26,ACCT015,ACCT017,42,79,buy,clean
T002041,2026-06-01 11:12:00,SP500-ABOVE-6000-JUN,ACCT020,ACCT025,51,160,buy,clean
T002042,2026-06-01 11:12:03,SP500-ABOVE-6000-JUN,ACCT014,ACCT020,43,61,sell,clean
T002043,2026-06-01 11:12:06,SP500-ABOVE-6000-JUN,ACCT011,ACCT021,50,33,sell,clean
T002044,2026-06-01 11:12:09,SP500-ABOVE-6000-JUN,ACCT026,ACCT027,46,90,sell,clean
T002045,2026-06-01 11:12:12,SP500-ABOVE-6000-JUN,ACCT029,ACCT027,57,70,sell,clean
T002046,2026-06-01 11:12:15,SP500-ABOVE-6000-JUN,ACCT004,ACCT014,47,28,sell,clean
T002047,2026-06-01 11:12:18,FED-CUT-JUL26,ACCT018,ACCT014,46,108,sell,clean
T002048,2026-06-01 11:12:21,SP500-ABOVE-6000-JUN,ACCT028,ACCT017,34,42,sell,clean
T002049,2026-06-01 11:12:24,FED-CUT-JUL26,ACCT018,ACCT019,46,32,buy,clean
T002050,2026-06-01 11:12:27,SP500-ABOVE-6000-JUN,ACCT010,ACCT030,50,110,buy,clean
T002051,2026-06-01 11:12:30,FED-CUT-JUL26,ACCT033,ACCT012,47,71,sell,clean
T002052,2026-06-01 11:12:33,PRES-2028-DEM,ACCT023,ACCT007,65,47,buy,clean
T002053,2026-06-01 11:12:36,SP500-ABOVE-6000-JUN,ACCT018,ACCT006,52,8,buy,clean
T002054,2026-06-01 11:12:39,SP500-ABOVE-6000-JUN,ACCT028,ACCT001,53,37,buy,clean
T002055,2026-06-01 11:12:42,PRES-2028-DEM,ACCT013,ACCT007,37,152,buy,clean
T002056,2026-06-01 11:12:45,PRES-2028-DEM,ACCT014,ACCT020,61,30,buy,clean
T002057,2026-06-01 11:12:48,FED-CUT-JUL26,ACCT036,ACCT027,69,162,sell,clean
T002058,2026-06-01 11:12:51,FED-CUT-JUL26,ACCT007,ACCT038,36,163,sell,clean
T002059,2026-06-01 11:12:54,PRES-2028-DEM,ACCT014,ACCT029,44,43,buy,clean
T002060,2026-06-01 11:12:57,SP500-ABOVE-6000-JUN,ACCT029,ACCT034,49,200,sell,clean
T002061,2026-06-01 11:13:00,FED-CUT-JUL26,ACCT007,ACCT028,68,29,sell,clean
T002062,2026-06-01 11:13:03,SP500-ABOVE-6000-JUN,ACCT025,ACCT017,29,138,buy,clean
T002063,2026-06-01 11:13:06,FED-CUT-JUL26,ACCT036,ACCT007,51,74,buy,clean
T002064,2026-06-01 11:13:09,SP500-ABOVE-6000-JUN,ACCT003,ACCT001,54,76,buy,clean
T002065,2026-06-01 11:13:12,PRES-2028-DEM,ACCT008,ACCT026,31,99,sell,clean
T002066,2026-06-01 11:13:15,FED-CUT-JUL26,ACCT002,ACCT025,55,92,buy,clean
T002067,2026-06-01 11:13:18,FED-CUT-JUL26,ACCT010,ACCT006,41,105,sell,clean
T002068,2026-06-01 11:13:21,PRES-2028-DEM,ACCT014,ACCT013,28,167,sell,clean
T002069,2026-06-01 11:13:24,SP500-ABOVE-6000-JUN,ACCT008,ACCT040,41,36,sell,clean
T002070,2026-06-01 11:13:27,PRES-2028-DEM,ACCT020,ACCT007,48,20,buy,clean
T002071,2026-06-01 11:13:30,FED-CUT-JUL26,ACCT005,ACCT025,38,183,sell,clean
T002072,2026-06-01 11:13:33,SP500-ABOVE-6000-JUN,ACCT022,ACCT015,48,1,sell,clean
T002073,2026-06-01 11:13:36,FED-CUT-JUL26,ACCT017,ACCT010,27,150,sell,clean
T002074,2026-06-01 11:13:39,FED-CUT-JUL26,ACCT021,ACCT008,63,115,sell,clean
T002075,2026-06-01 11:13:42,FED-CUT-JUL26,ACCT037,ACCT032,39,67,buy,clean
T002076,2026-06-01 11:13:45,SP500-ABOVE-6000-JUN,ACCT025,ACCT002,62,112,sell,clean
T002077,2026-06-01 11:13:48,PRES-2028-DEM,ACCT023,ACCT005,47,53,buy,clean
T002078,2026-06-01 11:13:51,FED-CUT-JUL26,ACCT031,ACCT035,70,124,buy,clean
T002079,2026-06-01 11:13:54,PRES-2028-DEM,ACCT034,ACCT002,54,76,buy,clean
T002080,2026-06-01 11:13:57,SP500-ABOVE-6000-JUN,ACCT012,ACCT025,64,86,sell,clean
T002081,2026-06-01 11:14:00,FED-CUT-JUL26,ACCT012,ACCT036,39,12,sell,clean
T002082,2026-06-01 11:14:03,FED-CUT-JUL26,ACCT025,ACCT014,67,181,buy,clean
T002083,2026-06-01 11:14:06,FED-CUT-JUL26,ACCT031,ACCT027,45,33,buy,clean
T002084,2026-06-01 11:14:09,FED-CUT-JUL26,ACCT002,ACCT017,22,101,buy,clean
T002085,2026-06-01 11:14:12,PRES-2028-DEM,ACCT017,ACCT001,48,135,buy,clean
T002086,2026-06-01 11:14:15,PRES-2028-DEM,ACCT021,ACCT039,57,66,buy,clean
T002087,2026-06-01 11:14:18,PRES-2028-DEM,ACCT031,ACCT033,38,182,sell,clean
T002088,2026-06-01 11:14:21,PRES-2028-DEM,ACCT038,ACCT002,51,67,buy,clean
T002089,2026-06-01 11:14:24,SP500-ABOVE-6000-JUN,ACCT009,ACCT030,48,181,buy,clean
T002090,2026-06-01 11:14:27,PRES-2028-DEM,ACCT030,ACCT024,41,156,buy,clean
T002091,2026-06-01 11:14:30,FED-CUT-JUL26,ACCT011,ACCT040,58,74,sell,clean
T002092,2026-06-01 11:14:33,FED-CUT-JUL26,ACCT012,ACCT007,65,3,buy,clean
T002093,2026-06-01 11:14:36,SP500-ABOVE-6000-JUN,ACCT027,ACCT037,50,69,buy,clean
T002094,2026-06-01 11:14:39,PRES-2028-DEM,ACCT028,ACCT035,54,119,buy,clean
T002095,2026-06-01 11:14:42,FED-CUT-JUL26,ACCT003,ACCT022,38,75,buy,clean
T002096,2026-06-01 11:14:45,PRES-2028-DEM,ACCT017,ACCT018,43,29,sell,clean
T002097,2026-06-01 11:14:48,FED-CUT-JUL26,ACCT016,ACCT036,58,145,buy,clean
T002098,2026-06-01 11:14:51,FED-CUT-JUL26,ACCT040,ACCT036,41,57,buy,clean
T002099,2026-06-01 11:14:54,FED-CUT-JUL26,ACCT012,ACCT035,54,147,buy,clean
T002100,2026-06-01 11:14:57,FED-CUT-JUL26,ACCT037,ACCT028,71,184,sell,clean
T002101,2026-06-01 11:15:00,FED-CUT-JUL26,ACCT011,ACCT036,43,53,sell,clean
T002102,2026-06-01 11:15:03,SP500-ABOVE-6000-JUN,ACCT001,ACCT033,58,1,sell,clean
T002103,2026-06-01 11:15:06,PRES-2028-DEM,ACCT011,ACCT003,32,27,buy,clean
T002104,2026-06-01 11:15:09,FED-CUT-JUL26,ACCT020,ACCT016,42,139,buy,clean
T002105,2026-06-01 11:15:12,PRES-2028-DEM,ACCT016,ACCT014,63,63,sell,clean
T002106,2026-06-01 11:15:15,SP500-ABOVE-6000-JUN,ACCT022,ACCT023,52,159,buy,clean
T002107,2026-06-01 11:15:18,SP500-ABOVE-6000-JUN,ACCT003,ACCT015,59,142,sell,clean
T002108,2026-06-01 11:15:21,PRES-2028-DEM,ACCT013,ACCT011,47,42,sell,clean
T002109,2026-06-01 11:15:24,SP500-ABOVE-6000-JUN,ACCT035,ACCT015,66,69,sell,clean
T002110,2026-06-01 11:15:27,FED-CUT-JUL26,ACCT039,ACCT026,40,154,buy,clean
T002111,2026-06-01 11:15:30,FED-CUT-JUL26,ACCT026,ACCT013,61,151,sell,clean
T002112,2026-06-01 11:15:33,FED-CUT-JUL26,ACCT012,ACCT039,51,24,buy,clean
T002113,2026-06-01 11:15:36,PRES-2028-DEM,ACCT026,ACCT029,57,124,sell,clean
T002114,2026-06-01 11:15:39,FED-CUT-JUL26,ACCT031,ACCT021,63,162,sell,clean
T002115,2026-06-01 11:15:42,PRES-2028-DEM,ACCT002,ACCT040,38,197,buy,clean
T002116,2026-06-01 11:15:45,SP500-ABOVE-6000-JUN,ACCT035,ACCT018,47,16,buy,clean
T002117,2026-06-01 11:15:48,PRES-2028-DEM,ACCT022,ACCT023,55,54,buy,clean
T002118,2026-06-01 11:15:51,SP500-ABOVE-6000-JUN,ACCT004,ACCT034,58,152,sell,clean
T002119,2026-06-01 11:15:54,PRES-2028-DEM,ACCT024,ACCT017,54,24,buy,clean
T002120,2026-06-01 11:15:57,SP500-ABOVE-6000-JUN,ACCT012,ACCT001,45,127,buy,clean
T002121,2026-06-01 11:16:00,PRES-2028-DEM,ACCT014,ACCT016,50,143,sell,clean
T002122,2026-06-01 11:16:03,PRES-2028-DEM,ACCT011,ACCT022,35,75,sell,clean
T002123,2026-06-01 11:16:06,SP500-ABOVE-6000-JUN,ACCT023,ACCT034,27,139,buy,clean
T002124,2026-06-01 11:16:09,PRES-2028-DEM,ACCT002,ACCT033,48,169,buy,clean
T002125,2026-06-01 11:16:12,SP500-ABOVE-6000-JUN,ACCT021,ACCT024,63,44,buy,clean
T002126,2026-06-01 11:16:15,PRES-2028-DEM,ACCT035,ACCT012,37,163,sell,clean
T002127,2026-06-01 11:16:18,FED-CUT-JUL26,ACCT013,ACCT038,51,166,buy,clean
T002128,2026-06-01 11:16:21,FED-CUT-JUL26,ACCT006,ACCT019,43,3,buy,clean
T002129,2026-06-01 11:16:24,FED-CUT-JUL26,ACCT003,ACCT009,49,88,buy,clean
T002130,2026-06-01 11:16:27,FED-CUT-JUL26,ACCT019,ACCT003,58,20,buy,clean
T002131,2026-06-01 11:16:30,PRES-2028-DEM,ACCT035,ACCT040,53,119,buy,clean
T002132,2026-06-01 11:16:33,PRES-2028-DEM,ACCT003,ACCT027,77,37,sell,clean
T002133,2026-06-01 11:16:36,FED-CUT-JUL26,ACCT008,ACCT027,51,112,buy,clean
T002134,2026-06-01 11:16:39,SP500-ABOVE-6000-JUN,ACCT023,ACCT001,60,119,buy,clean
T002135,2026-06-01 11:16:42,FED-CUT-JUL26,ACCT010,ACCT015,46,51,sell,clean
T002136,2026-06-01 11:16:45,PRES-2028-DEM,ACCT028,ACCT020,55,26,sell,clean
T002137,2026-06-01 11:16:48,SP500-ABOVE-6000-JUN,ACCT013,ACCT030,55,100,sell,clean
T002138,2026-06-01 11:16:51,SP500-ABOVE-6000-JUN,ACCT014,ACCT017,44,12,sell,clean
T002139,2026-06-01 11:16:54,FED-CUT-JUL26,ACCT007,ACCT033,47,23,sell,clean
T002140,2026-06-01 11:16:57,PRES-2028-DEM,ACCT011,ACCT019,37,69,sell,clean
T002141,2026-06-01 11:17:00,FED-CUT-JUL26,ACCT028,ACCT022,54,100,sell,clean
T002142,2026-06-01 11:17:03,FED-CUT-JUL26,ACCT035,ACCT024,49,195,buy,clean
T002143,2026-06-01 11:17:06,SP500-ABOVE-6000-JUN,ACCT030,ACCT012,54,181,sell,clean
T002144,2026-06-01 11:17:09,PRES-2028-DEM,ACCT033,ACCT022,42,190,sell,clean
T002145,2026-06-01 11:17:12,PRES-2028-DEM,ACCT021,ACCT038,31,9,buy,clean
T002146,2026-06-01 11:17:15,FED-CUT-JUL26,ACCT004,ACCT020,32,106,buy,clean
T002147,2026-06-01 11:17:18,SP500-ABOVE-6000-JUN,ACCT017,ACCT018,50,187,sell,clean
T002148,2026-06-01 11:17:21,FED-CUT-JUL26,ACCT027,ACCT017,68,34,sell,clean
T002149,2026-06-01 11:17:24,PRES-2028-DEM,ACCT024,ACCT020,53,96,buy,clean
T002150,2026-06-01 11:17:27,SP500-ABOVE-6000-JUN,ACCT011,ACCT037,50,133,sell,clean
T002151,2026-06-01 11:17:30,SP500-ABOVE-6000-JUN,ACCT025,ACCT002,47,106,sell,clean
T002152,2026-06-01 11:17:33,PRES-2028-DEM,ACCT029,ACCT018,63,63,buy,clean
T002153,2026-06-01 11:17:36,SP500-ABOVE-6000-JUN,ACCT014,ACCT002,55,31,buy,clean
T002154,2026-06-01 11:17:39,FED-CUT-JUL26,ACCT037,ACCT018,52,198,sell,clean
T002155,2026-06-01 11:17:42,FED-CUT-JUL26,ACCT039,ACCT003,34,147,sell,clean
T002156,2026-06-01 11:17:45,SP500-ABOVE-6000-JUN,ACCT040,ACCT033,51,7,sell,clean
T002157,2026-06-01 11:17:48,PRES-2028-DEM,ACCT008,ACCT030,66,144,sell,clean
T002158,2026-06-01 11:17:51,FED-CUT-JUL26,ACCT002,ACCT027,44,16,buy,clean
T002159,2026-06-01 11:17:54,SP500-ABOVE-6000-JUN,ACCT001,ACCT031,57,149,buy,clean
T002160,2026-06-01 11:17:57,FED-CUT-JUL26,ACCT008,ACCT036,60,197,buy,clean
T002161,2026-06-01 11:18:00,PRES-2028-DEM,ACCT035,ACCT028,54,68,buy,clean
T002162,2026-06-01 11:18:03,PRES-2028-DEM,ACCT038,ACCT035,43,23,buy,clean
T002163,2026-06-01 11:18:06,FED-CUT-JUL26,ACCT037,ACCT040,62,98,buy,clean
T002164,2026-06-01 11:18:09,FED-CUT-JUL26,ACCT013,ACCT001,22,136,buy,clean
T002165,2026-06-01 11:18:12,SP500-ABOVE-6000-JUN,ACCT018,ACCT016,57,178,buy,clean
T002166,2026-06-01 11:18:15,SP500-ABOVE-6000-JUN,ACCT001,ACCT025,30,70,buy,clean
T002167,2026-06-01 11:18:18,PRES-2028-DEM,ACCT007,ACCT025,44,198,buy,clean
T002168,2026-06-01 11:18:21,FED-CUT-JUL26,ACCT003,ACCT008,22,40,sell,clean
T002169,2026-06-01 11:18:24,PRES-2028-DEM,ACCT002,ACCT033,47,164,buy,clean
T002170,2026-06-01 11:18:27,PRES-2028-DEM,ACCT039,ACCT027,33,198,sell,clean
T002171,2026-06-01 11:18:30,PRES-2028-DEM,ACCT002,ACCT030,58,149,sell,clean
T002172,2026-06-01 11:18:33,FED-CUT-JUL26,ACCT035,ACCT001,35,29,sell,clean
T002173,2026-06-01 11:18:36,PRES-2028-DEM,ACCT001,ACCT036,56,5,buy,clean
T002174,2026-06-01 11:18:39,PRES-2028-DEM,ACCT027,ACCT013,38,72,sell,clean
T002175,2026-06-01 11:18:42,PRES-2028-DEM,ACCT017,ACCT022,68,125,buy,clean
T002176,2026-06-01 11:18:45,FED-CUT-JUL26,ACCT010,ACCT020,62,56,sell,clean
T002177,2026-06-01 11:18:48,PRES-2028-DEM,ACCT015,ACCT030,48,142,sell,clean
T002178,2026-06-01 11:18:51,FED-CUT-JUL26,ACCT029,ACCT001,63,63,sell,clean
T002179,2026-06-01 11:18:54,FED-CUT-JUL26,ACCT015,ACCT028,49,180,sell,clean
T002180,2026-06-01 11:18:57,FED-CUT-JUL26,ACCT018,ACCT033,44,184,sell,clean
T002181,2026-06-01 11:19:00,SP500-ABOVE-6000-JUN,ACCT026,ACCT027,54,33,buy,clean
T002182,2026-06-01 11:19:03,FED-CUT-JUL26,ACCT039,ACCT040,62,150,buy,clean
T002183,2026-06-01 11:19:06,FED-CUT-JUL26,ACCT012,ACCT009,49,48,sell,clean
T002184,2026-06-01 11:19:09,PRES-2028-DEM,ACCT001,ACCT025,45,117,sell,clean
T002185,2026-06-01 11:19:12,SP500-ABOVE-6000-JUN,ACCT039,ACCT010,33,188,buy,clean
