order_id,timestamp,market_id,account_id,side,price,quantity,action,label
O001837,2026-06-01 11:01:48,PRES-2028-DEM,ACCT033,buy,52,41,cancel,clean
O001838,2026-06-01 11:01:51,PRES-2028-DEM,ACCT023,buy,58,142,fill,clean
O001839,2026-06-01 11:01:54,SP500-ABOVE-6000-JUN,ACCT035,sell,20,67,cancel,clean
O001840,2026-06-01 11:01:57,FED-CUT-JUL26,ACCT010,buy,53,37,cancel,clean
O001841,2026-06-01 11:02:00,SP500-ABOVE-6000-JUN,ACCT023,buy,34,144,cancel,clean
O001842,2026-06-01 11:02:03,SP500-ABOVE-6000-JUN,ACCT023,buy,32,104,fill,clean
O001843,2026-06-01 11:02:06,PRES-2028-DEM,ACCT016,sell,67,18,cancel,clean
O001844,2026-06-01 11:02:09,PRES-2028-DEM,ACCT016,buy,68,2,fill,clean
O001845,2026-06-01 11:02:12,FED-CUT-JUL26,ACCT001,buy,43,19,fill,clean
O001846,2026-06-01 11:02:15,FED-CUT-JUL26,ACCT037,buy,37,122,fill,clean
O001847,2026-06-01 11:02:18,FED-CUT-JUL26,ACCT017,sell,28,146,fill,clean
O001848,2026-06-01 11:02:21,PRES-2028-DEM,ACCT037,buy,67,88,fill,clean
O001849,2026-06-01 11:02:24,FED-CUT-JUL26,ACCT038,buy,47,83,fill,clean
O001850,2026-06-01 11:02:27,FED-CUT-JUL26,ACCT011,sell,57,112,cancel,clean
O001851,2026-06-01 11:02:30,SP500-ABOVE-6000-JUN,ACCT010,buy,37,79,fill,clean
O001852,2026-06-01 11:02:33,PRES-2028-DEM,ACCT035,sell,37,146,fill,clean
O001853,2026-06-01 11:02:36,FED-CUT-JUL26,ACCT032,sell,46,124,fill,clean
O001854,2026-06-01 11:02:39,SP500-ABOVE-6000-JUN,ACCT022,sell,54,148,cancel,clean
O001855,2026-06-01 11:02:42,SP500-ABOVE-6000-JUN,ACCT013,sell,39,30,fill,clean
O001856,2026-06-01 11:02:45,SP500-ABOVE-6000-JUN,ACCT015,buy,52,32,fill,clean
O001857,2026-06-01 11:02:48,PRES-2028-DEM,ACCT025,sell,59,70,cancel,clean
O001858,2026-06-01 11:02:51,SP500-ABOVE-6000-JUN,ACCT036,sell,52,119,fill,clean
O001859,2026-06-01 11:02:54,FED-CUT-JUL26,ACCT006,sell,50,108,cancel,clean
O001860,2026-06-01 11:02:57,FED-CUT-JUL26,ACCT027,buy,47,63,fill,clean
O001861,2026-06-01 11:03:00,SP500-ABOVE-6000-JUN,ACCT040,sell,65,48,cancel,clean
O001862,2026-06-01 11:03:03,FED-CUT-JUL26,ACCT015,sell,39,83,fill,clean
O001863,2026-06-01 11:03:06,SP500-ABOVE-6000-JUN,ACCT011,buy,50,136,fill,clean
O001864,2026-06-01 11:03:09,FED-CUT-JUL26,ACCT040,sell,83,101,fill,clean
O001865,2026-06-01 11:03:12,FED-CUT-JUL26,ACCT015,sell,82,79,cancel,clean
O001866,2026-06-01 11:03:15,PRES-2028-DEM,ACCT017,buy,60,71,fill,clean
O001867,2026-06-01 11:03:18,FED-CUT-JUL26,ACCT010,buy,33,58,fill,clean
O001868,2026-06-01 11:03:21,FED-CUT-JUL26,ACCT007,sell,63,64,fill,clean
O001869,2026-06-01 11:03:24,PRES-2028-DEM,ACCT031,buy,63,84,fill,clean
O001870,2026-06-01 11:03:27,SP500-ABOVE-6000-JUN,ACCT031,sell,68,150,fill,clean
O001871,2026-06-01 11:03:30,PRES-2028-DEM,ACCT025,sell,50,17,fill,clean
O001872,2026-06-01 11:03:33,SP500-ABOVE-6000-JUN,ACCT009,buy,50,30,fill,clean
O001873,2026-06-01 11:03:36,FED-CUT-JUL26,ACCT022,buy,38,150,fill,clean
O001874,2026-06-01 11:03:39,SP500-ABOVE-6000-JUN,ACCT017,buy,45,93,fill,clean
O001875,2026-06-01 11:03:42,PRES-2028-DEM,ACCT004,sell,55,53,fill,clean
O001876,2026-06-01 11:03:45,PRES-2028-DEM,ACCT013,buy,64,80,fill,clean
O001877,2026-06-01 11:03:48,PRES-2028-DEM,ACCT038,sell,55,107,fill,clean
O001878,2026-06-01 11:03:51,SP500-ABOVE-6000-JUN,ACCT037,buy,47,72,fill,clean
O001879,2026-06-01 11:03:54,SP500-ABOVE-6000-JUN,ACCT019,sell,38,17,fill,clean
O001880,2026-06-01 11:03:57,PRES-2028-DEM,ACCT004,sell,60,42,fill,clean
O001881,2026-06-01 11:04:00,SP500-ABOVE-6000-JUN,ACCT013,buy,55,52,fill,clean
O001882,2026-06-01 11:04:03,PRES-2028-DEM,ACCT014,buy,50,53,cancel,clean
O001883,2026-06-01 11:04:06,PRES-2028-DEM,ACCT028,buy,61,117,fill,clean
O001884,2026-06-01 11:04:09,PRES-2028-DEM,ACCT016,sell,60,15,fill,clean
O001885,2026-06-01 11:04:12,SP500-ABOVE-6000-JUN,ACCT032,sell,59,44,fill,clean
O001886,2026-06-01 11:04:15,PRES-2028-DEM,ACCT006,buy,54,117,cancel,clean
O001887,2026-06-01 11:04:18,PRES-2028-DEM,ACCT035,sell,53,119,cancel,clean
O001888,2026-06-01 11:04:21,PRES-2028-DEM,ACCT004,sell,58,99,fill,clean
O001889,2026-06-01 11:04:24,SP500-ABOVE-6000-JUN,ACCT022,buy,40,130,cancel,clean
O001890,2026-06-01 11:04:27,PRES-2028-DEM,ACCT026,sell,53,137,fill,clean
O001891,2026-06-01 11:04:30,FED-CUT-JUL26,ACCT037,sell,45,20,cancel,clean
O001892,2026-06-01 11:04:33,PRES-2028-DEM,ACCT016,buy,51,89,cancel,clean
O001893,2026-06-01 11:04:36,SP500-ABOVE-6000-JUN,ACCT032,buy,58,75,fill,clean
O001894,2026-06-01 11:04:39,SP500-ABOVE-6000-JUN,ACCT012,sell,54,82,cancel,clean
O001895,2026-06-01 11:04:42,PRES-2028-DEM,ACCT016,sell,55,57,fill,clean
O001896,2026-06-01 11:04:45,PRES-2028-DEM,ACCT012,sell,57,97,fill,clean
O001897,2026-06-01 11:04:48,SP500-ABOVE-6000-JUN,ACCT035,buy,41,51,fill,clean
O001898,2026-06-01 11:04:51,FED-CUT-JUL26,ACCT033,sell,59,149,cancel,clean
O001899,2026-06-01 11:04:54,PRES-2028-DEM,ACCT005,sell,50,81,fill,clean
O001900,2026-06-01 11:04:57,SP500-ABOVE-6000-JUN,ACCT014,sell,68,41,cancel,clean
O001901,2026-06-01 11:05:00,SP500-ABOVE-6000-JUN,ACCT011,sell,57,41,cancel,clean
O001902,2026-06-01 11:05:03,SP500-ABOVE-6000-JUN,ACCT039,buy,62,35,fill,clean
O001903,2026-06-01 11:05:06,FED-CUT-JUL26,ACCT014,sell,57,11,fill,clean
O001904,2026-06-01 11:05:09,FED-CUT-JUL26,ACCT012,sell,57,76,fill,clean
O001905,2026-06-01 11:05:12,PRES-2028-DEM,ACCT007,sell,57,50,fill,clean
O001906,2026-06-01 11:05:15,PRES-2028-DEM,ACCT005,buy,46,22,fill,clean
O001907,2026-06-01 11:05:18,PRES-2028-DEM,ACCT035,sell,38,40,cancel,clean
O001908,2026-06-01 11:05:21,SP500-ABOVE-6000-JUN,ACCT034,buy,50,84,fill,clean
O001909,2026-06-01 11:05:24,SP500-ABOVE-6000-JUN,ACCT025,buy,59,46,fill,clean
O001910,2026-06-01 11:05:27,SP500-ABOVE-6000-JUN,ACCT026,sell,39,73,cancel,clean
O001911,2026-06-01 11:05:30,FED-CUT-JUL26,ACCT008,buy,39,37,cancel,clean
O001912,2026-06-01 11:05:33,FED-CUT-JUL26,ACCT019,buy,53,42,fill,clean
O001913,2026-06-01 11:05:36,SP500-ABOVE-6000-JUN,ACCT031,buy,63,115,fill,clean
O001914,2026-06-01 11:05:39,FED-CUT-JUL26,ACCT033,buy,40,51,fill,clean
O001915,2026-06-01 11:05:42,SP500-ABOVE-6000-JUN,ACCT001,buy,62,16,fill,clean
O001916,2026-06-01 11:05:45,PRES-2028-DEM,ACCT021,buy,62,12,fill,clean
O001917,2026-06-01 11:05:48,PRES-2028-DEM,ACCT036,sell,33,42,cancel,clean
O001918,2026-06-01 11:05:51,SP500-ABOVE-6000-JUN,ACCT011,sell,45,118,cancel,clean
O001919,2026-06-01 11:05:54,PRES-2028-DEM,ACCT014,buy,18,124,fill,clean
O001920,2026-06-01 11:05:57,SP500-ABOVE-6000-JUN,ACCT026,buy,55,117,fill,clean
O001921,2026-06-01 11:06:00,FED-CUT-JUL26,ACCT033,buy,48,41,fill,clean
O001922,2026-06-01 11:06:03,PRES-2028-DEM,ACCT012,sell,58,119,cancel,clean
O001923,2026-06-01 11:06:06,SP500-ABOVE-6000-JUN,ACCT031,sell,52,127,fill,clean
O001924,2026-06-01 11:06:09,SP500-ABOVE-6000-JUN,ACCT035,buy,30,134,fill,clean
O001925,2026-06-01 11:06:12,SP500-ABOVE-6000-JUN,ACCT008,sell,33,118,cancel,clean
O001926,2026-06-01 11:06:15,SP500-ABOVE-6000-JUN,ACCT023,sell,47,128,fill,clean
O001927,2026-06-01 11:06:18,SP500-ABOVE-6000-JUN,ACCT011,sell,38,91,fill,clean
O001928,2026-06-01 11:06:21,PRES-2028-DEM,ACCT021,sell,53,58,fill,clean
O001929,2026-06-01 11:06:24,SP500-ABOVE-6000-JUN,ACCT018,sell,30,122,fill,clean
O001930,2026-06-01 11:06:27,SP500-ABOVE-6000-JUN,ACCT032,sell,28,6,fill,clean
O001931,2026-06-01 11:06:30,SP500-ABOVE-6000-JUN,ACCT026,sell,66,71,fill,clean
O001932,2026-06-01 11:06:33,SP500-ABOVE-6000-JUN,ACCT016,sell,27,74,cancel,clean
O001933,2026-06-01 11:06:36,SP500-ABOVE-6000-JUN,ACCT019,sell,59,150,fill,clean
O001934,2026-06-01 11:06:39,FED-CUT-JUL26,ACCT021,buy,51,44,fill,clean
O001935,2026-06-01 11:06:42,PRES-2028-DEM,ACCT036,sell,60,16,fill,clean
O001936,2026-06-01 11:06:45,SP500-ABOVE-6000-JUN,ACCT001,buy,48,143,cancel,clean
O001937,2026-06-01 11:06:48,SP500-ABOVE-6000-JUN,ACCT035,sell,34,142,fill,clean
O001938,2026-06-01 11:06:51,SP500-ABOVE-6000-JUN,ACCT016,sell,32,4,fill,clean
O001939,2026-06-01 11:06:54,FED-CUT-JUL26,ACCT026,sell,52,27,fill,clean
O001940,2026-06-01 11:06:57,SP500-ABOVE-6000-JUN,ACCT007,sell,53,143,fill,clean
O001941,2026-06-01 11:07:00,SP500-ABOVE-6000-JUN,ACCT037,sell,47,14,fill,clean
O001942,2026-06-01 11:07:03,FED-CUT-JUL26,ACCT008,buy,48,53,fill,clean
O001943,2026-06-01 11:07:06,SP500-ABOVE-6000-JUN,ACCT039,buy,76,12,fill,clean
O001944,2026-06-01 11:07:09,FED-CUT-JUL26,ACCT003,sell,40,97,fill,clean
O001945,2026-06-01 11:07:12,PRES-2028-DEM,ACCT021,buy,41,109,cancel,clean
O001946,2026-06-01 11:07:15,PRES-2028-DEM,ACCT002,sell,43,67,fill,clean
O001947,2026-06-01 11:07:18,FED-CUT-JUL26,ACCT039,buy,45,112,fill,clean
O001948,2026-06-01 11:07:21,PRES-2028-DEM,ACCT022,sell,51,90,fill,clean
O001949,2026-06-01 11:07:24,PRES-2028-DEM,ACCT005,buy,50,121,fill,clean
O001950,2026-06-01 11:07:27,SP500-ABOVE-6000-JUN,ACCT036,sell,50,83,cancel,clean
O001951,2026-06-01 11:07:30,FED-CUT-JUL26,ACCT009,sell,63,81,fill,clean
O001952,2026-06-01 11:07:33,PRES-2028-DEM,ACCT022,buy,51,14,fill,clean
O001953,2026-06-01 11:07:36,SP500-ABOVE-6000-JUN,ACCT018,sell,54,121,fill,clean
O001954,2026-06-01 11:07:39,FED-CUT-JUL26,ACCT030,buy,40,31,fill,clean
O001955,2026-06-01 11:07:42,FED-CUT-JUL26,ACCT022,buy,59,60,fill,clean
O001956,2026-06-01 11:07:45,SP500-ABOVE-6000-JUN,ACCT013,buy,63,62,cancel,clean
O001957,2026-06-01 11:07:48,SP500-ABOVE-6000-JUN,ACCT023,buy,51,45,fill,clean
O001958,2026-06-01 11:07:51,FED-CUT-JUL26,ACCT021,buy,64,47,fill,clean
O001959,2026-06-01 11:07:54,SP500-ABOVE-6000-JUN,ACCT033,sell,65,13,fill,clean
O001960,2026-06-01 11:07:57,SP500-ABOVE-6000-JUN,ACCT032,sell,56,23,cancel,clean
O001961,2026-06-01 11:08:00,FED-CUT-JUL26,ACCT014,buy,43,102,fill,clean
O001962,2026-06-01 11:08:03,SP500-ABOVE-6000-JUN,ACCT004,sell,39,148,fill,clean
O001963,2026-06-01 11:08:06,PRES-2028-DEM,ACCT037,buy,54,5,fill,clean
O001964,2026-06-01 11:08:09,PRES-2028-DEM,ACCT019,sell,52,44,fill,clean
O001965,2026-06-01 11:08:12,FED-CUT-JUL26,ACCT029,sell,40,44,fill,clean
O001966,2026-06-01 11:08:15,FED-CUT-JUL26,ACCT038,buy,38,14,fill,clean
O001967,2026-06-01 11:08:18,PRES-2028-DEM,ACCT020,buy,53,136,fill,clean
O001968,2026-06-01 11:08:21,SP500-ABOVE-6000-JUN,ACCT022,sell,42,26,cancel,clean
O001969,2026-06-01 11:08:24,PRES-2028-DEM,ACCT012,buy,42,56,fill,clean
O001970,2026-06-01 11:08:27,PRES-2028-DEM,ACCT037,buy,60,63,fill,clean
O001971,2026-06-01 11:08:30,FED-CUT-JUL26,ACCT040,buy,76,147,fill,clean
O001972,2026-06-01 11:08:33,PRES-2028-DEM,ACCT028,sell,50,150,fill,clean
O001973,2026-06-01 11:08:36,FED-CUT-JUL26,ACCT021,buy,35,50,fill,clean
O001974,2026-06-01 11:08:39,FED-CUT-JUL26,ACCT016,buy,56,137,fill,clean
O001975,2026-06-01 11:08:42,SP500-ABOVE-6000-JUN,ACCT028,buy,67,11,fill,clean
O001976,2026-06-01 11:08:45,SP500-ABOVE-6000-JUN,ACCT019,buy,30,84,fill,clean
O001977,2026-06-01 11:08:48,PRES-2028-DEM,ACCT014,sell,42,98,cancel,clean
O001978,2026-06-01 11:08:51,PRES-2028-DEM,ACCT014,buy,60,91,fill,clean
O001979,2026-06-01 11:08:54,SP500-ABOVE-6000-JUN,ACCT024,buy,39,75,fill,clean
O001980,2026-06-01 11:08:57,PRES-2028-DEM,ACCT023,buy,32,89,cancel,clean
O001981,2026-06-01 11:09:00,PRES-2028-DEM,ACCT033,buy,61,62,fill,clean
O001982,2026-06-01 11:09:03,PRES-2028-DEM,ACCT001,sell,38,88,cancel,clean
O001983,2026-06-01 11:09:06,FED-CUT-JUL26,ACCT005,sell,60,9,cancel,clean
O001984,2026-06-01 11:09:09,SP500-ABOVE-6000-JUN,ACCT017,sell,43,11,cancel,clean
O001985,2026-06-01 11:09:12,PRES-2028-DEM,ACCT001,buy,36,68,fill,clean
O001986,2026-06-01 11:09:15,FED-CUT-JUL26,ACCT018,sell,67,117,fill,clean
O001987,2026-06-01 11:09:18,SP500-ABOVE-6000-JUN,ACCT027,buy,57,127,fill,clean
O001988,2026-06-01 11:09:21,SP500-ABOVE-6000-JUN,ACCT018,sell,46,82,cancel,clean
O001989,2026-06-01 11:09:24,FED-CUT-JUL26,ACCT032,buy,32,32,fill,clean
O001990,2026-06-01 11:09:27,PRES-2028-DEM,ACCT018,sell,21,9,fill,clean
O001991,2026-06-01 11:09:30,PRES-2028-DEM,ACCT036,buy,24,121,fill,clean
O001992,2026-06-01 11:09:33,SP500-ABOVE-6000-JUN,ACCT029,sell,58,4,cancel,clean
O001993,2026-06-01 11:09:36,PRES-2028-DEM,ACCT033,buy,39,108,cancel,clean
O001994,2026-06-01 11:09:39,PRES-2028-DEM,ACCT005,sell,56,44,cancel,clean
O001995,2026-06-01 11:09:42,PRES-2028-DEM,ACCT001,buy,53,69,cancel,clean
O001996,2026-06-01 11:09:45,PRES-2028-DEM,ACCT037,buy,36,56,fill,clean
O001997,2026-06-01 11:09:48,FED-CUT-JUL26,ACCT010,buy,46,37,cancel,clean
O001998,2026-06-01 11:09:51,SP500-ABOVE-6000-JUN,ACCT017,sell,39,148,fill,clean
O001999,2026-06-01 11:09:54,PRES-2028-DEM,ACCT019,buy,56,4,fill,clean
O002000,2026-06-01 11:09:57,SP500-ABOVE-6000-JUN,ACCT013,buy,52,79,fill,clean
O002001,2026-06-01 11:10:00,FED-CUT-JUL26,ACCT011,sell,63,15,cancel,clean
O002002,2026-06-01 11:10:03,PRES-2028-DEM,ACCT005,buy,68,147,fill,clean
O002003,2026-06-01 11:10:06,FED-CUT-JUL26,ACCT004,buy,52,25,fill,clean
O002004,2026-06-01 11:10:09,PRES-2028-DEM,ACCT006,sell,49,49,cancel,clean
O002005,2026-06-01 11:10:12,PRES-2028-DEM,ACCT033,buy,54,121,cancel,clean
O002006,2026-06-01 11:10:15,SP500-ABOVE-6000-JUN,ACCT027,sell,54,29,cancel,clean
O002007,2026-06-01 11:10:18,PRES-2028-DEM,ACCT030,buy,38,66,fill,clean
O002008,2026-06-01 11:10:21,FED-CUT-JUL26,ACCT024,buy,31,37,fill,clean
O002009,2026-06-01 11:10:24,FED-CUT-JUL26,ACCT010,buy,56,5,fill,clean
O002010,2026-06-01 11:10:27,FED-CUT-JUL26,ACCT027,buy,42,91,fill,clean
O002011,2026-06-01 11:10:30,PRES-2028-DEM,ACCT009,buy,59,70,cancel,clean
O002012,2026-06-01 11:10:33,SP500-ABOVE-6000-JUN,ACCT007,buy,48,148,fill,clean
O002013,2026-06-01 11:10:36,FED-CUT-JUL26,ACCT039,sell,47,138,cancel,clean
O002014,2026-06-01 11:10:39,FED-CUT-JUL26,ACCT014,buy,60,119,fill,clean
O002015,2026-06-01 11:10:42,PRES-2028-DEM,ACCT029,buy,48,143,cancel,clean
O002016,2026-06-01 11:10:45,SP500-ABOVE-6000-JUN,ACCT028,buy,52,77,fill,clean
O002017,2026-06-01 11:10:48,FED-CUT-JUL26,ACCT013,buy,41,84,cancel,clean
O002018,2026-06-01 11:10:51,FED-CUT-JUL26,ACCT015,buy,49,147,cancel,clean
O002019,2026-06-01 11:10:54,FED-CUT-JUL26,ACCT011,buy,52,52,cancel,clean
O002020,2026-06-01 11:10:57,FED-CUT-JUL26,ACCT004,buy,58,6,fill,clean
O002021,2026-06-01 11:11:00,SP500-ABOVE-6000-JUN,ACCT038,buy,30,29,fill,clean
O002022,2026-06-01 11:11:03,PRES-2028-DEM,ACCT008,sell,34,104,cancel,clean
O002023,2026-06-01 11:11:06,PRES-2028-DEM,ACCT009,buy,63,127,fill,clean
O002024,2026-06-01 11:11:09,FED-CUT-JUL26,ACCT001,sell,44,139,cancel,clean
O002025,2026-06-01 11:11:12,FED-CUT-JUL26,ACCT017,sell,47,100,fill,clean
O002026,2026-06-01 11:11:15,PRES-2028-DEM,ACCT016,buy,20,112,fill,clean
O002027,2026-06-01 11:11:18,PRES-2028-DEM,ACCT039,buy,52,143,fill,clean
O002028,2026-06-01 11:11:21,SP500-ABOVE-6000-JUN,ACCT013,buy,49,67,cancel,clean
O002029,2026-06-01 11:11:24,SP500-ABOVE-6000-JUN,ACCT027,sell,58,8,fill,clean
O002030,2026-06-01 11:11:27,FED-CUT-JUL26,ACCT028,sell,44,114,fill,clean
O002031,2026-06-01 11:11:30,PRES-2028-DEM,ACCT035,buy,47,24,fill,clean
O002032,2026-06-01 11:11:33,PRES-2028-DEM,ACCT010,buy,48,101,fill,clean
O002033,2026-06-01 11:11:36,SP500-ABOVE-6000-JUN,ACCT030,buy,40,59,cancel,clean
O002034,2026-06-01 11:11:39,FED-CUT-JUL26,ACCT002,sell,77,3,fill,clean
O002035,2026-06-01 11:11:42,PRES-2028-DEM,ACCT036,buy,49,30,fill,clean
O002036,2026-06-01 11:11:45,PRES-2028-DEM,ACCT003,buy,51,16,fill,clean
O002037,2026-06-01 11:11:48,PRES-2028-DEM,ACCT036,buy,62,63,fill,clean
O002038,2026-06-01 11:11:51,FED-CUT-JUL26,ACCT037,buy,63,110,fill,clean
O002039,2026-06-01 11:11:54,PRES-2028-DEM,ACCT032,buy,42,110,fill,clean
O002040,2026-06-01 11:11:57,FED-CUT-JUL26,ACCT029,buy,67,108,cancel,clean
O002041,2026-06-01 11:12:00,SP500-ABOVE-6000-JUN,ACCT016,sell,47,2,fill,clean
O002042,2026-06-01 11:12:03,SP500-ABOVE-6000-JUN,ACCT006,sell,50,126,cancel,clean
O002043,2026-06-01 11:12:06,SP500-ABOVE-6000-JUN,ACCT026,buy,30,116,cancel,clean
O002044,2026-06-01 11:12:09,SP500-ABOVE-6000-JUN,ACCT009,buy,38,71,cancel,clean
O002045,2026-06-01 11:12:12,SP500-ABOVE-6000-JUN,ACCT030,sell,39,21,fill,clean
O002046,2026-06-01 11:12:15,SP500-ABOVE-6000-JUN,ACCT020,sell,52,38,fill,clean
O002047,2026-06-01 11:12:18,FED-CUT-JUL26,ACCT008,buy,59,39,fill,clean
O002048,2026-06-01 11:12:21,SP500-ABOVE-6000-JUN,ACCT037,sell,37,45,fill,clean
O002049,2026-06-01 11:12:24,FED-CUT-JUL26,ACCT013,sell,45,140,fill,clean
O002050,2026-06-01 11:12:27,SP500-ABOVE-6000-JUN,ACCT015,sell,73,87,fill,clean
O002051,2026-06-01 11:12:30,FED-CUT-JUL26,ACCT026,buy,35,104,fill,clean
O002052,2026-06-01 11:12:33,PRES-2028-DEM,ACCT024,buy,15,80,fill,clean
O002053,2026-06-01 11:12:36,SP500-ABOVE-6000-JUN,ACCT004,sell,42,80,fill,clean
O002054,2026-06-01 11:12:39,SP500-ABOVE-6000-JUN,ACCT004,sell,42,15,fill,clean
O002055,2026-06-01 11:12:42,PRES-2028-DEM,ACCT006,buy,41,71,fill,clean
O002056,2026-06-01 11:12:45,PRES-2028-DEM,ACCT032,buy,43,26,fill,clean
O002057,2026-06-01 11:12:48,FED-CUT-JUL26,ACCT023,buy,55,14,cancel,clean
O002058,2026-06-01 11:12:51,FED-CUT-JUL26,ACCT024,sell,31,3,fill,clean
O002059,2026-06-01 11:12:54,PRES-2028-DEM,ACCT031,buy,59,43,fill,clean
O002060,2026-06-01 11:12:57,SP500-ABOVE-6000-JUN,ACCT015,buy,36,120,fill,clean
O002061,2026-06-01 11:13:00,FED-CUT-JUL26,ACCT009,buy,53,52,fill,clean
O002062,2026-06-01 11:13:03,SP500-ABOVE-6000-JUN,ACCT022,sell,52,59,fill,clean
O002063,2026-06-01 11:13:06,FED-CUT-JUL26,ACCT023,sell,49,120,cancel,clean
O002064,2026-06-01 11:13:09,SP500-ABOVE-6000-JUN,ACCT014,buy,58,102,cancel,clean
O002065,2026-06-01 11:13:12,PRES-2028-DEM,ACCT030,sell,39,67,fill,clean
O002066,2026-06-01 11:13:15,FED-CUT-JUL26,ACCT040,sell,32,31,fill,clean
O002067,2026-06-01 11:13:18,FED-CUT-JUL26,ACCT025,buy,67,19,fill,clean
O002068,2026-06-01 11:13:21,PRES-2028-DEM,ACCT019,buy,75,55,cancel,clean
O002069,2026-06-01 11:13:24,SP500-ABOVE-6000-JUN,ACCT033,sell,47,17,fill,clean
O002070,2026-06-01 11:13:27,PRES-2028-DEM,ACCT015,sell,33,12,fill,clean
O002071,2026-06-01 11:13:30,FED-CUT-JUL26,ACCT026,sell,51,63,fill,clean
O002072,2026-06-01 11:13:33,SP500-ABOVE-6000-JUN,ACCT008,buy,54,71,cancel,clean
O002073,2026-06-01 11:13:36,FED-CUT-JUL26,ACCT021,buy,51,121,fill,clean
O002074,2026-06-01 11:13:39,FED-CUT-JUL26,ACCT007,sell,65,35,fill,clean
O002075,2026-06-01 11:13:42,FED-CUT-JUL26,ACCT003,sell,49,119,fill,clean
O002076,2026-06-01 11:13:45,SP500-ABOVE-6000-JUN,ACCT028,sell,67,119,fill,clean
O002077,2026-06-01 11:13:48,PRES-2028-DEM,ACCT008,sell,51,93,fill,clean
O002078,2026-06-01 11:13:51,FED-CUT-JUL26,ACCT007,buy,49,125,fill,clean
O002079,2026-06-01 11:13:54,PRES-2028-DEM,ACCT033,sell,25,84,cancel,clean
O002080,2026-06-01 11:13:57,SP500-ABOVE-6000-JUN,ACCT034,sell,54,104,cancel,clean
O002081,2026-06-01 11:14:00,FED-CUT-JUL26,ACCT028,sell,48,65,fill,clean
O002082,2026-06-01 11:14:03,FED-CUT-JUL26,ACCT014,sell,72,141,cancel,clean
O002083,2026-06-01 11:14:06,FED-CUT-JUL26,ACCT033,sell,39,122,fill,clean
O002084,2026-06-01 11:14:09,FED-CUT-JUL26,ACCT004,buy,46,86,cancel,clean
O002085,2026-06-01 11:14:12,PRES-2028-DEM,ACCT013,sell,52,148,fill,clean
O002086,2026-06-01 11:14:15,PRES-2028-DEM,ACCT013,sell,39,83,fill,clean
O002087,2026-06-01 11:14:18,PRES-2028-DEM,ACCT017,sell,42,41,fill,clean
O002088,2026-06-01 11:14:21,PRES-2028-DEM,ACCT031,buy,70,54,cancel,clean
O002089,2026-06-01 11:14:24,SP500-ABOVE-6000-JUN,ACCT010,buy,42,124,fill,clean
O002090,2026-06-01 11:14:27,PRES-2028-DEM,ACCT007,sell,38,109,fill,clean
O002091,2026-06-01 11:14:30,FED-CUT-JUL26,ACCT037,sell,42,142,fill,clean
O002092,2026-06-01 11:14:33,FED-CUT-JUL26,ACCT012,buy,24,8,cancel,clean
O002093,2026-06-01 11:14:36,SP500-ABOVE-6000-JUN,ACCT018,sell,48,127,cancel,clean
O002094,2026-06-01 11:14:39,PRES-2028-DEM,ACCT006,buy,50,103,cancel,clean
O002095,2026-06-01 11:14:42,FED-CUT-JUL26,ACCT012,buy,23,106,cancel,clean
O002096,2026-06-01 11:14:45,PRES-2028-DEM,ACCT037,buy,55,72,cancel,clean
O002097,2026-06-01 11:14:48,FED-CUT-JUL26,ACCT021,sell,50,67,fill,clean
O002098,2026-06-01 11:14:51,FED-CUT-JUL26,ACCT030,buy,66,41,cancel,clean
O002099,2026-06-01 11:14:54,FED-CUT-JUL26,ACCT015,sell,44,90,fill,clean
O002100,2026-06-01 11:14:57,FED-CUT-JUL26,ACCT026,sell,58,85,cancel,clean
O002101,2026-06-01 11:15:00,FED-CUT-JUL26,ACCT040,sell,41,96,fill,clean
O002102,2026-06-01 11:15:03,SP500-ABOVE-6000-JUN,ACCT024,sell,40,106,cancel,clean
O002103,2026-06-01 11:15:06,PRES-2028-DEM,ACCT011,buy,44,48,cancel,clean
O002104,2026-06-01 11:15:09,FED-CUT-JUL26,ACCT012,buy,43,41,fill,clean
O002105,2026-06-01 11:15:12,PRES-2028-DEM,ACCT003,buy,76,40,cancel,clean
O002106,2026-06-01 11:15:15,SP500-ABOVE-6000-JUN,ACCT019,sell,46,85,cancel,clean
O002107,2026-06-01 11:15:18,SP500-ABOVE-6000-JUN,ACCT040,buy,37,50,cancel,clean
O002108,2026-06-01 11:15:21,PRES-2028-DEM,ACCT001,buy,58,138,fill,clean
O002109,2026-06-01 11:15:24,SP500-ABOVE-6000-JUN,ACCT011,buy,65,149,fill,clean
O002110,2026-06-01 11:15:27,FED-CUT-JUL26,ACCT008,buy,72,37,fill,clean
O002111,2026-06-01 11:15:30,FED-CUT-JUL26,ACCT011,sell,56,17,cancel,clean
O002112,2026-06-01 11:15:33,FED-CUT-JUL26,ACCT022,sell,40,26,fill,clean
O002113,2026-06-01 11:15:36,PRES-2028-DEM,ACCT026,buy,53,33,cancel,clean
O002114,2026-06-01 11:15:39,FED-CUT-JUL26,ACCT025,sell,69,27,cancel,clean
O002115,2026-06-01 11:15:42,PRES-2028-DEM,ACCT001,buy,55,147,fill,clean
O002116,2026-06-01 11:15:45,SP500-ABOVE-6000-JUN,ACCT007,buy,55,17,fill,clean
O002117,2026-06-01 11:15:48,PRES-2028-DEM,ACCT038,buy,50,27,fill,clean
